"","Amp_name","Chr","Start","End","Color","Color2","L1_DNA_count","L2_DNA_count","L3_DNA_count","L4_DNA_count","L1_RNA_count","L2_RNA_count","L3_RNA_count","L4_RNA_count","DNA_count_mean","DNA_count_SD","RNA_count_mean","RNA_count_SD","Pass_DNA_count","L1_DNA_prop","L2_DNA_prop","L3_DNA_prop","L4_DNA_prop","L1_RNA_prop","L2_RNA_prop","L3_RNA_prop","L4_RNA_prop","DNA_prop_mean","DNA_prop_SD","RNA_prop_mean","RNA_prop_SD","Sign","L1_Activity","L2_Activity","L3_Activity","L4_Activity","Mean_act","Mean_act_SD","Maxi_counts","Maxi_prop","GC","GC_above_mean","Perfect_In_silico_specificity","Amp_name2","At_least_1_specific_in_sil_prod","MeanRatio_MoM","MeanRatio","MeanRatio_sd","MSD","Amp_Full_Name","Pass_MeanRatio_SD","Pass_prop_DNA_and_RNA","Passed_QC","Passed_QC_with_SD","Act_Rank_Clean","training","fit","lwr","upr","Residuals_Manual","Residuals_Z_scaled_to_lm","Pvalue"
"164_FBDHS","164_FBDHS","5",14016330,14017201,"STAR408","FBDHS",50931,31303,34374,28896,42720,53959,89784,43092,36376,9958.94502444913,57388.75,22216.9957071158,TRUE,0.00339923638864631,0.00342940135133754,0.00264617198847096,0.00337857001833149,0.00344149765384401,0.0033616878667398,0.00613531418752471,0.00508552894164709,0.00321334493669657,0.000378690941276961,0.0045060071624389,0.00134575059836123,"Positive",1.01243257613353,0.98025501314644,2.31856213967025,1.50523118184734,1.45412022769939,0.624368580224543,50193,0.00305044008461317,0.4,"FALSE",TRUE,"164_FBDHS",TRUE,1.40227932301324,1.45412022769939,0.624368580224543,0.829751647474847,"164_FBDHS",TRUE,TRUE,TRUE,TRUE,213,TRUE,-8.32005785686424,-8.429854896499,-8.21026081722948,0.526123178986071,0.677818804475653,0.248943293309145
"165_FBDHS","165_FBDHS","5",14016792,14017710,"STAR408","FBDHS",31613,19349,21323,17679,26536,32618,52693,26555,22491,6261.05997415773,34600.5,12396.7078022083,TRUE,0.00211004494885611,0.00211992802273718,0.00164161704648937,0.00206721197655134,0.00213785972751759,0.00203226106267723,0.00360087451352317,0.00313405626244161,0.0019847004986585,0.000229863810113828,0.0027262628915399,0.000765745332895947,"Positive",1.01318207874034,0.958646256325835,2.19349239898776,1.51607880468555,1.42034988468487,0.573256555765585,30490,0.0018531383310884,0.48,"TRUE",TRUE,"165_FBDHS",TRUE,1.37363944503598,1.42034988468487,0.573256555765585,0.847093328919286,"165_FBDHS",TRUE,TRUE,TRUE,TRUE,206,TRUE,-9.39079816560853,-9.53459180950515,-9.24700452171192,0.871938567826854,1.12334217769991,0.130646098560644
"166_FBDHS","166_FBDHS","5",14019625,14020543,"STAR408","FBDHS",50758,10094,14554,13408,49830,57906,84356,43316,22203.5,19130.0386042475,58852,18019.5515297505,TRUE,0.00338769119146835,0.00110611041723306,0.00112059701719864,0.00156789752558914,0.00401421550210036,0.003607564235965,0.00576441724350917,0.00511196238665779,0.0017955740378723,0.00108284004476541,0.00462453984205808,0.000990561526047416,"Positive",1.18494138787203,3.26148653855855,5.14405906408668,3.26039317189238,3.21272004060241,1.61726184098021,17429,0.00105945421177728,0.36,"FALSE",TRUE,"166_FBDHS",TRUE,2.57552166856791,3.21272004060241,1.61726184098021,1.5954581996222,"166_FBDHS",TRUE,TRUE,TRUE,TRUE,269,TRUE,-8.9945015260556,-9.11981129261392,-8.86919175949727,1.23802706094499,1.59498394268703,0.0553579132895033
"167_FBDHS","167_FBDHS","5",14022861,14023775,"STAR408","FBDHS",42935,34971,58499,37651,108883,107248,127474,53348,43514,10523.6730596625,99238.25,31939.264867088,TRUE,0.00286562137919593,0.00383120394204409,0.00450310923276685,0.00440210034335468,0.00877099568396848,0.0066812991765046,0.0087106837195707,0.00629580310249437,0.00390050872434039,0.000750670032928471,0.00761469542063454,0.00131007965989301,"Positive",3.06076572000923,1.74391634524678,1.93437095777901,1.43018164317821,2.04230866655331,0.710080462311685,86385,0.00524973689543226,0.44,"TRUE",TRUE,"167_FBDHS",TRUE,1.95223135205838,2.04230866655331,0.710080462311685,1.33222820424162,"167_FBDHS",TRUE,TRUE,TRUE,TRUE,254,TRUE,-8.21632235960447,-8.32723361809633,-8.10541110111261,1.17932440660859,1.5193557161213,0.0643364911702223
"168_FBDHS","168_FBDHS","5",14025314,14026230,"STAR408","FBDHS",55081,27540,45488,29495,18171,19339,46620,22076,39401,13187.4451152096,26551.5,13478.7206242531,TRUE,0.00367618765042958,0.00301719220498292,0.00350163315046493,0.00344859796404124,0.00146405033220615,0.00120505247211695,0.00318590451702236,0.00260550536867845,0.00341090274247967,0.000279902963175764,0.00211512817250598,0.000937936015776115,"Negative",0.398252339494984,0.399395328586226,0.909833891822551,0.755525983558022,0.615751885865445,0.258287460763263,69866,0.00424591881359317,0.39,"FALSE",TRUE,"168_FBDHS",TRUE,0.620108027755818,0.615751885865445,0.258287460763263,0.357464425102183,"168_FBDHS",TRUE,TRUE,TRUE,TRUE,98,TRUE,-8.18704742047491,-8.30627084638679,-8.06782399456303,-0.697991773780043,-0.899241790770741,0.81573805752934
"17_LD","17_LD","12",2310594,2311510,"STAR408","LD",2366,6313,9507,5705,137,22,36,11413,5972.75,2926.14813648706,2902,5674.2312842064,TRUE,0.000158239273343955,0.000691929502439855,0.000732121897117342,0.000667354510894262,1.13929938861682e-05,1.70972463198332e-06,2.80517287721713e-06,0.00134720258229833,0.000562411295948853,0.00027076727779973,0.000340777618423425,0.000670963945713131,"Negative",0.0719985225248344,0.00247095206369226,0.0038315653284818,2.0187210250412,0.524255516239551,0.996838964837636,4980,0.000302959793179608,0.48,"TRUE",TRUE,"17_LD",TRUE,0.605922428795626,0.524255516239551,0.996838964837636,-0.472583448598085,"17_CACNA1C",FALSE,TRUE,TRUE,FALSE,92,TRUE,-11.2446621691461,-11.4839256503534,-11.0053986879389,-0.274219624985903,-0.353284602913547,0.638062456312791
"170_FBDHS","170_FBDHS","5",14029911,14030804,"STAR408","FBDHS",66763,35571,37839,37588,80856,82070,79662,41069,44440.25,14916.4181888057,70914.25,19921.1046275886,TRUE,0.00445578876853855,0.00389692955666349,0.00291287820822164,0.00439473513370574,0.00651339186778272,0.00511284839759604,0.00544367474991872,0.00484680189139416,0.00391508291678236,0.000713482746735519,0.00547917922667291,0.000731426853350654,"Positive",1.46178201125074,1.31201971276422,1.86883019501257,1.10286552976111,1.43637436219716,0.323705532912731,49146,0.00298681652800045,0.49,"TRUE",TRUE,"170_FBDHS",TRUE,1.39950528332003,1.43637436219716,0.323705532912731,1.11266882928443,"170_FBDHS",TRUE,TRUE,TRUE,TRUE,212,TRUE,-8.43730759834368,-8.57867991887124,-8.29593527781612,0.925483109368407,1.19232506722748,0.11656690459457
"171_FBDHS","171_FBDHS","5",14033922,14034811,"STAR408","FBDHS",17844,11097,15428,9612,4260,27528,12287,13246,13495.25,3806.94027402585,14330.25,9677.13815736175,TRUE,0.00119116737692987,0.00121598173633848,0.00118787010119925,0.00112411441721815,0.000343504905048044,0.00171518208640252,0.000839919848841544,0.00156350840687254,0.00117978340792143,3.91762890222517e-05,0.00111552881179116,0.000640898062722009,"Negative",0.288376689708712,1.41053276965099,0.70708055366793,1.39088013010433,0.949217535782991,0.548701052234366,27846,0.00169246910120871,0.42,"TRUE",TRUE,"171_FBDHS",TRUE,0.945536955598081,0.949217535782991,0.548701052234366,0.400516483548625,"171_FBDHS",TRUE,TRUE,TRUE,TRUE,155,TRUE,-9.88372403725104,-10.0097709059352,-9.75767716856688,0.0756675284672248,0.0974845354316535,0.461170807335857
"172_FBDHS","172_FBDHS","5",14034700,14035599,"STAR408","FBDHS",105300,67386,89199,49673,26771,75135,63309,77947,77889.5,24397.6411769663,60790.5,23549.8010961169,TRUE,0.00702756485898242,0.00738203027185676,0.00686613403690712,0.00580756939731571,0.00215678922039245,0.00468083607923355,0.00432626912621089,0.00919864378918334,0.0067708246412655,0.000677355743105528,0.00509063455375506,0.00295721589872426,"Negative",0.306904207029226,0.634085191587301,0.630088067456324,1.58390596131921,0.788745856848014,0.551828228937312,169955,0.010328075602333,0.47,"TRUE",TRUE,"172_FBDHS",TRUE,0.751848530049006,0.788745856848014,0.551828228937312,0.236917627910702,"172_FBDHS",TRUE,TRUE,TRUE,TRUE,120,TRUE,-7.54138357614891,-7.69041379736413,-7.3923533549337,-0.0765552073210101,-0.0986281562479623,0.539283243221685
"173_FBDHS","173_FBDHS","5",14035617,14036531,"STAR408","FBDHS",37835,12405,20448,13678,539,26452,46166,8474,21091.5,11707.1794069565,20407.75,20307.650584201,TRUE,0.00252527163579961,0.00135926357620875,0.00157426699099678,0.00159946270979888,4.37745093572024e-05,0.00164815321047491,0.00315488255449785,0.00100038162298377,0.00176456622820101,0.000518464376253243,0.00146179797432843,0.00130702706757791,"Negative",0.0173345745212639,1.21253393331698,2.00403271652179,0.625448543973594,0.964837442083407,0.84739343054317,20420,0.00124120975889155,0.43,"TRUE",TRUE,"173_FBDHS",TRUE,0.82841774424004,0.964837442083407,0.84739343054317,0.117444011540238,"173_FBDHS",TRUE,TRUE,TRUE,TRUE,134,TRUE,-9.33716717835182,-9.44447505848744,-9.2298592982162,-0.0808731668216094,-0.104191100941087,0.541491152022024
"174_FBDHS","174_FBDHS","5",14036567,14037467,"STAR408","FBDHS",45623,13561,23201,12326,21641,18319,30084,3281,23677.75,15416.7889733887,18331.25,11189.1577393773,TRUE,0.00304500571453893,0.00148589492704211,0.00178616950844949,0.00144140297257085,0.00174356241848597,0.0011415120878733,0.00205599444586523,0.000387574123248987,0.00193961828065035,0.000752664440394473,0.00133216076886837,0.000735249925741923,"Negative",0.572597420806476,0.76823203787743,1.15106345514204,0.268886723993443,0.690194909454848,0.369603105276212,31356,0.00190576297294763,0.51,"TRUE",TRUE,"174_FBDHS",TRUE,0.686815948353355,0.690194909454848,0.369603105276212,0.320591804178635,"174_FBDHS",TRUE,TRUE,TRUE,TRUE,107,TRUE,-9.56045886298088,-9.7411962410252,-9.37972148493655,0.00844277968664109,0.010877062753021,0.495660765344242
"175_FBDHS","175_FBDHS","5",14041327,14042241,"STAR408","FBDHS",152621,145251,170786,112721,147373,169407,96771,112054,145344.75,24252.2773415199,131401.25,33030.8145461678,TRUE,0.0101855433309936,0.0159115719090884,0.0131460071540209,0.0131783906345587,0.0118714049637697,0.0105534626512118,0.00661273809095812,0.013223489811416,0.0131053782571654,0.00233859931887287,0.0105652738793389,0.00285159423333719,"Negative",1.16551514023275,0.663257075511428,0.503022553805285,1.00342220671005,0.833804244064879,0.304031377328604,343606,0.0208804101098359,0.47,"TRUE",TRUE,"175_FBDHS",TRUE,0.806178476654218,0.833804244064879,0.304031377328604,0.529772866736275,"175_FBDHS",TRUE,TRUE,TRUE,TRUE,130,TRUE,-6.57048645378089,-6.77116901915168,-6.36980388841009,0.00596043016615777,0.00767898433437514,0.496936558585397
"176_FBDHS","176_FBDHS","5",14046284,14047183,"STAR408","FBDHS",121975,74431,107042,66811,27470,63839,52994,40777,92564.75,26246.5369191823,46270,15679.0198035464,TRUE,0.00814037504940076,0.00815375853017946,0.00823953636851216,0.00781114023800646,0.00221309439281597,0.00397715747098226,0.00362144193801629,0.00481234400771949,0.00808620254652471,0.000188563875586039,0.0036560094523835,0.00108373496696845,"Negative",0.271866391829069,0.487769837218214,0.439520110846993,0.616087262689792,0.453810900646017,0.142355023343045,134951,0.00820097056348708,0.48,"TRUE",TRUE,"176_FBDHS",TRUE,0.45212934394709,0.453810900646017,0.142355023343045,0.311455877302972,"176_FBDHS",TRUE,TRUE,TRUE,TRUE,67,TRUE,-7.32566940866915,-7.48990164041372,-7.16143717692459,-0.76984507559444,-0.991812354240922,0.839355465021445
"177_FBDHS","177_FBDHS","16",6859349,6860270,"STAR408","FBDHS",140239,83941,113502,81059,148715,210659,207754,100043,104685.25,27870.7003664541,166792.75,52865.8871130524,TRUE,0.00935922754222239,0.00919550952189683,0.0087367722067775,0.00947684669956334,0.0119795044507402,0.0131232351324071,0.0141962413219229,0.0118061143291679,0.00919208899261502,0.000324729283104812,0.0127762738085595,0.00111246583831692,"Positive",1.27996721916386,1.42713517953055,1.62488399444708,1.24578509112233,1.39444287106595,0.172603310893384,166159,0.0100974022299339,0.38,"FALSE",TRUE,"177_FBDHS",TRUE,1.38992059572357,1.39444287106595,0.172603310893384,1.22183956017257,"177_FBDHS",TRUE,TRUE,TRUE,TRUE,209,TRUE,-6.68428118440086,-6.89107612322516,-6.47748624557656,0.393892131243243,0.507461948371468,0.305915364465065
"178_FBDHS","178_FBDHS","16",6859837,6860706,"STAR408","FBDHS",168674,94320,127260,93679,120511,199387,144109,92566,120983.25,35450.6990751475,139143.25,45352.5781874636,TRUE,0.0112568441997663,0.0103324531121213,0.0097957459935971,0.0109522267911445,0.00970764310162318,0.0124210515920203,0.00984735849180698,0.0109237800954847,0.0105843175241573,0.0006513908450388,0.0107249583202338,0.00125450842933066,"Positive",0.862376961904179,1.20213965233957,1.0052688685725,0.997402656445829,1.01679703481552,0.139888628699026,198314,0.0120513807045108,0.39,"FALSE",TRUE,"178_FBDHS",TRUE,1.01328765843953,1.01679703481552,0.139888628699026,0.876908406116493,"178_FBDHS",TRUE,TRUE,TRUE,TRUE,166,TRUE,-6.52223707182709,-6.73436885527809,-6.31010528837608,-0.020647076871664,-0.0266001908299097,0.51061068947285
"179_FBDHS","179_FBDHS","16",6861015,6861929,"STAR408","FBDHS",19703,10201,17530,10280,28991,49681,552,12156,14428.5,4916.68794345679,22845,21363.3391740773,TRUE,0.00131522819516001,0.00111783148517352,0.00134966417736546,0.00120220902111483,0.00233561251478473,0.0030951920198826,3.80636148654297e-05,0.00143488137534723,0.00124623321970346,0.000106275436379247,0.00172593738122,0.0013140514302072,"Positive",1.77582302704557,2.76892542474964,0.028202285800998,1.19353735510705,1.44162202317581,1.14494919644912,23367,0.00142029153667349,0.41,"FALSE",TRUE,"179_FBDHS",TRUE,1.38492326631342,1.44162202317581,1.14494919644912,0.296672826726689,"179_FBDHS",TRUE,TRUE,TRUE,TRUE,208,TRUE,-9.75787308798718,-9.87675896279844,-9.63898721317592,0.57946892633433,0.746545582035885,0.227668953576522
"18_LD","18_LD","12",2408551,2409465,"STAR408","LD",113631,67120,92735,66924,58780,66889,71845,44423,85102.5,22553.3333604296,60484.25,11985.4868173971,TRUE,0.00758353617510687,0.00735289191604217,0.0071383052325892,0.00782435085213869,0.00473514725201518,0.00416715567876966,0.00490953668592287,0.00524259552784909,0.00747477104396923,0.000295578337096991,0.0047636087861392,0.00044992207432125,"Negative",0.624398320609112,0.566736969120676,0.687773431641574,0.67003584411301,0.637236141371093,0.0540517688201217,82334,0.00500356781440253,0.42,"TRUE",TRUE,"18_LD",TRUE,0.637291598380469,0.637236141371093,0.0540517688201217,0.583184372550971,"18_CACNA1C",TRUE,TRUE,TRUE,TRUE,100,TRUE,-7.1695003533762,-7.32977500621523,-7.00922570053717,-0.544228995303045,-0.701145020198896,0.758393741512507
"180_FBDHS","180_FBDHS","16",6861685,6862599,"STAR408","FBDHS",44974,32064,42547,32186,30381,50238,947,31948,37942.75,6790.61771245199,28378.5,20388.5283840366,TRUE,0.00300169454131065,0.00351276333921314,0.00327525999251781,0.00376319763333164,0.00244757845136368,0.00312989005323918,6.50540888680344e-05,0.00377046505236452,0.00338822887659331,0.000325720310507633,0.00235324691145885,0.00161827136798946,"Negative",0.815398908076428,0.891005100827623,0.0198622671228078,1.00193118186739,0.682049364473561,0.448055327510399,80549,0.00489509785398829,0.43,"TRUE",TRUE,"180_FBDHS",TRUE,0.694535994222717,0.682049364473561,0.448055327510399,0.233994036963162,"180_FBDHS",TRUE,TRUE,TRUE,TRUE,111,TRUE,-8.37802752909976,-8.482361479917,-8.27369357828253,-0.353104054103936,-0.454913558968237,0.675414286077577
"182_FBDHS","182_FBDHS","16",6869566,6870483,"STAR408","FBDHS",91136,48204,65032,45293,118002,166621,148817,128031,62416.25,21030.6120433207,140367.75,21702.8810280264,TRUE,0.00608232686575392,0.00528078237247479,0.00500596398994758,0.00529551196457995,0.0095055405585465,0.0103799101899345,0.0101690576097925,0.0151088788780947,0.00541614629818906,0.000463652926740622,0.011290846809092,0.00257247635686947,"Positive",1.56281317468595,1.96560082536975,2.03138848585664,2.85314790697356,2.10323759822147,0.541150073120511,89275,0.00542535492657912,0.39,"FALSE",TRUE,"182_FBDHS",TRUE,2.08466429587902,2.10323759822147,0.541150073120511,1.56208752510096,"182_FBDHS",TRUE,TRUE,TRUE,TRUE,257,TRUE,-7.50723171119414,-7.65853910609885,-7.35592431628943,1.03852921315154,1.33796543810904,0.0904538518007916
"183_FBDHS","183_FBDHS","16",6877487,6878404,"STAR408","FBDHS",45505,26599,48474,26855,20873,81951,95319,38331,36858.25,11761.6489029671,59118.5,35245.0359767159,TRUE,0.00303713095577015,0.00291411253272151,0.00373147002555167,0.0031399606073238,0.00168169922475026,0.00510543535276762,0.00651352247513083,0.00452370022871867,0.00320566853034178,0.000362488876750321,0.00445608932034184,0.00202949033780243,"Positive",0.553713109260322,1.75196918287834,1.7455647320034,1.44068693669831,1.37298349021009,0.565165064605447,46060,0.00279928806982771,0.4,"FALSE",TRUE,"183_FBDHS",TRUE,1.39006552866111,1.37298349021009,0.565165064605447,0.807818425604644,"183_FBDHS",TRUE,TRUE,TRUE,TRUE,210,TRUE,-8.32357415867988,-8.43326176515642,-8.21388655220335,0.51356802517032,0.661643658256473,0.254099810425311
"184_FBDHS","184_FBDHS","16",6883119,6884019,"STAR408","FBDHS",90555,46765,63054,44103,52036,86348,51166,24685,61119.25,21337.0092620779,53558.75,25277.6078427133,TRUE,0.00604355368910426,0.00512315044007928,0.00485371437878831,0.00515639133787777,0.0041919110820235,0.00537934424445325,0.00349653412415108,0.0029133841991826,0.00529420246146241,0.000517625254777096,0.00399529341245261,0.00106043129385716,"Negative",0.693616917738477,1.05000708204267,0.720383164578373,0.565004478574287,0.757252910733451,0.206618313380493,85242,0.00518027966027626,0.36,"FALSE",TRUE,"184_FBDHS",TRUE,0.754654443522924,0.757252910733451,0.206618313380493,0.550634597352958,"184_FBDHS",TRUE,TRUE,TRUE,TRUE,121,TRUE,-7.40482966664891,-7.58227788015304,-7.22738145314477,-0.562653160129945,-0.72488137296803,0.76573759542989
"185_FBDHS","185_FBDHS","16",6883651,6884520,"STAR408","FBDHS",116270,75764,106680,69163,80150,105640,24496,42000,91969.25,23019.3236415987,63071.5,36678.0118826889,TRUE,0.00775965048350351,0.00829977893732554,0.00821167268841122,0.00808610806490019,0.00645652283812463,0.00658112962957931,0.00167416465162078,0.0049566658972199,0.00808930254353512,0.000236611812946049,0.00491712075413616,0.00228451398295311,"Negative",0.832063615732533,0.792928303184417,0.203876203441896,0.612985364211935,0.610463371642695,0.287355531943309,133203,0.0080947490000114,0.45,"TRUE",TRUE,"185_FBDHS",TRUE,0.607854722662817,0.610463371642695,0.287355531943309,0.323107839699387,"185_FBDHS",TRUE,TRUE,TRUE,TRUE,93,TRUE,-7.18922494909667,-7.34866074872723,-7.02978914946611,-0.47874555041823,-0.616780916700716,0.731310379607479
"186_FBDHS","186_FBDHS","16",6888140,6889039,"STAR408","FBDHS",50707,16544,27611,23108,17864,32817,33185,7288,29492.5,14855.0838099285,22788.5,12558.8511284539,TRUE,0.00338428769403439,0.00181266077439153,0.00212561378813217,0.00270190599534642,0.00143932116491857,0.00204465766705418,0.00226788674936415,0.00086042597216816,0.00250611706297613,0.000691660159721152,0.00165307288837627,0.000633854256542312,"Negative",0.425295156630954,1.12798693276768,1.06693264883128,0.318451483378807,0.73466655540218,0.421919156810346,24143,0.00146744710489839,0.36,"FALSE",TRUE,"186_FBDHS",TRUE,0.659615192282026,0.73466655540218,0.421919156810346,0.312747398591834,"186_FBDHS",TRUE,TRUE,TRUE,TRUE,105,TRUE,-8.50433389005143,-8.63638624867002,-8.37228153143283,-0.736300056320033,-0.948595393329771,0.828586782569563
"187_FBDHS","187_FBDHS","16",6891330,6892229,"STAR408","FBDHS",85648,63187,84684,52915,91155,106716,116644,44778,71608.5,16211.5685545847,89823.25,31809.6722122376,TRUE,0.00571608384776196,0.00692206051221205,0.00651860775056531,0.00618658542401191,0.00734298696190258,0.00664815850550693,0.00797066641970182,0.00528448781793302,0.00633583438363781,0.000511022881467152,0.00681157492626109,0.0011524744111093,"Positive",1.28461848312068,0.960430567426867,1.22275595107108,0.854184894533649,1.08049747403807,0.206184631129305,119156,0.00724114814066194,0.43,"TRUE",TRUE,"187_FBDHS",TRUE,1.07508727561627,1.08049747403807,0.206184631129305,0.874312842908764,"187_FBDHS",TRUE,TRUE,TRUE,TRUE,173,TRUE,-7.45782999057525,-7.60041980592045,-7.31524017523004,0.260034112904128,0.335009021786948,0.368809140338534
"188_FBDHS","188_FBDHS","16",6892833,6893759,"STAR408","FBDHS",109235,45442,56419,38881,24771,64609,137262,27240,62494.25,31989.4314774427,63470.5,52461.9928614993,TRUE,0.00729016804334801,0.00497822545984352,0.00434300852942445,0.00454589729364349,0.00199568715337238,0.00402512423163678,0.00937950083232385,0.00321489068133595,0.00528932483156487,0.00135994551668571,0.00465380072466724,0.00325901342490312,"Negative",0.273750500880891,0.808545989751798,2.15967819744689,0.707207064671549,0.987295438187782,0.815276757520502,91100,0.0055362555863864,0.43,"TRUE",TRUE,"188_FBDHS",TRUE,0.879847782630963,0.987295438187782,0.815276757520502,0.17201868066728,"188_FBDHS",TRUE,TRUE,TRUE,TRUE,140,TRUE,-7.72324033198847,-7.85207094660162,-7.59440971737532,-0.0241345166809968,-0.0310931544107925,0.512402375489773
"189_FBDHS","189_FBDHS","16",6894419,6895298,"STAR408","FBDHS",8691,11676,21298,13772,36635,37951,28448,50864,13859.25,5379.59114772365,38474.5,9268.0135412072,TRUE,0.000580339690399188,0.00127940695444619,0.00163969275918959,0.00161045207022746,0.00295134461493544,0.00236447760108057,0.00194420605227469,0.0060026750783578,0.0012774728685656,0.000492638070897089,0.00331567583666213,0.00183833344970013,"Positive",5.08554673023545,1.84810438372525,1.18571362920186,3.7273230227274,2.96167194147249,1.77868175241854,20480,0.00124485580798111,0.36,"FALSE",TRUE,"189_FBDHS",TRUE,2.59549609095424,2.96167194147249,1.77868175241854,1.18299018905395,"189_FBDHS",TRUE,TRUE,TRUE,TRUE,273,TRUE,-9.49500613895512,-9.62466797605731,-9.36534430185292,1.25852482020374,1.6213917635741,0.0524668230302891
"19_LD","19_LD","12",2409650,2410571,"STAR408","LD",98827,107155,140631,77147,101379,104462,122896,183076,105940,26360.1550577129,127953.25,37956.6548172605,TRUE,0.00659558762584432,0.0117384335515211,0.010824931813016,0.00901950225279113,0.00816654072850918,0.00650774671522732,0.00839786754239621,0.0216045439701226,0.00954461381079313,0.00226749177355985,0.0111691747390638,0.00700765763979135,"Positive",1.2381824322232,0.554396520341849,0.775789417195086,2.39531443804862,1.24092070195219,0.820628815818561,237091,0.0144077614636048,0.55,"TRUE",TRUE,"19_LD",TRUE,1.17020708857111,1.24092070195219,0.820628815818561,0.420291886133628,"19_CACNA1C",TRUE,TRUE,TRUE,TRUE,185,TRUE,-7.39894536345616,-7.62073804716507,-7.17715267974724,0.914611766499609,1.17831922045872,0.119334684036846
"190_FBDHS","190_FBDHS","16",6897295,6898211,"STAR408","FBDHS",81129,48622,62564,36567,42528,33553,29844,52266,57220.5,19154.3783419527,39547.75,10012.2519070387,TRUE,0.0054145072810153,0.0053265712173263,0.00481599834771246,0.00427537197415706,0.00342603185541008,0.00209050641490058,0.00203959517052187,0.00616812012257659,0.00495811220505278,0.000526114398339404,0.00343106339085228,0.00193432000825342,"Negative",0.632750438331232,0.392467561139626,0.423504125887139,1.44270958406904,0.72285792735676,0.49162189393656,92043,0.00559355932457723,0.48,"TRUE",TRUE,"190_FBDHS",TRUE,0.692010033043565,0.72285792735676,0.49162189393656,0.2312360334202,"190_FBDHS",TRUE,TRUE,TRUE,TRUE,109,TRUE,-8.04477764459208,-8.18317878895728,-7.90637650022687,-0.142350859314814,-0.183394484658132,0.572755748457525
"191_FBDHS","191_FBDHS","16",6900578,6901499,"STAR408","FBDHS",111111,95962,124831,88788,158221,157148,108627,111392,105173,16072.8295994617,133847,27551.7930571981,TRUE,0.00741536336072281,0.0105123222107964,0.00960878223954965,0.0103804293245895,0.0127452225752866,0.00978979444489513,0.00742286229291984,0.0131453695408933,0.00947922428391459,0.00143245349267282,0.0107758122134987,0.00268997418270379,"Positive",1.71875900819569,0.931268491260744,0.772508118913073,1.26636087293173,1.17222412282531,0.418487199650384,185490,0.0112720984791034,0.44,"TRUE",TRUE,"191_FBDHS",TRUE,1.13678207105874,1.17222412282531,0.418487199650384,0.753736923174925,"191_FBDHS",TRUE,TRUE,TRUE,TRUE,181,TRUE,-6.91082187461603,-7.08555511106528,-6.73608863816678,0.374762299605798,0.482816465852903,0.314613029168803
"192_FBDHS","192_FBDHS","16",6901392,6902311,"STAR408","FBDHS",103430,61176,91902,62779,80211,42470,120756,34039,79821.75,21145.5371867604,69369,39707.0012046574,TRUE,0.00690276995307044,0.00670177016054605,0.00707418797976025,0.00733976682047436,0.00646143645116875,0.0026459864210777,0.00825164067058463,0.00401721654128141,0.00700462372846278,0.000270342099535155,0.00534407002102812,0.00249951129159315,"Negative",0.936064289422627,0.394819034029975,1.16644351184803,0.547322093404294,0.761162232176231,0.353449001064018,116092,0.00705495656715537,0.39,"FALSE",TRUE,"192_FBDHS",TRUE,0.762934631208367,0.761162232176231,0.353449001064018,0.407713231112212,"192_FBDHS",TRUE,TRUE,TRUE,TRUE,123,TRUE,-7.12912581036504,-7.30246394007752,-6.95578768065256,-0.418719563354805,-0.539447804581968,0.705211048482415
"193_FBDHS","193_FBDHS","16",6903440,6904328,"STAR408","FBDHS",95859,55992,67442,53066,192170,201220,121971,92430,68089.75,19524.5097655058,151947.75,53186.9411314156,TRUE,0.00639751742223642,0.0061339008502345,0.00519146528564719,0.00620423854555143,0.0154798496119188,0.0125352374001758,0.00833466200201037,0.0109077312181567,0.00598178052591739,0.000538536136062126,0.0118143700580654,0.00299364617292714,"Positive",2.41966509666923,2.04359961242227,1.60545463436944,1.75810957913245,1.95670723064835,0.358096674703568,120366,0.00731467679730128,0.48,"TRUE",TRUE,"193_FBDHS",TRUE,1.9750590993563,1.95670723064835,0.358096674703568,1.59861055594478,"193_FBDHS",TRUE,TRUE,TRUE,TRUE,256,TRUE,-7.76883753953118,-7.91527496593722,-7.62240011312514,1.36552405665319,1.75924179076686,0.0392682244082762
"194_FBDHS","194_FBDHS","16",6904419,6905336,"STAR408","FBDHS",23239,5088,3353,7766,151,7788,52,1173,9861.5,9101.19957295008,2291,3699.53393461032,TRUE,0.00155120401724812,0.000557739705925262,0.000258439335401407,0.000908302083695267,1.25207083553087e-05,0.000485488767804747,3.89845790010744e-06,0.000138816524666103,0.000818921285567515,0.000555752570903634,0.000160181114681566,0.000225469420908281,"Negative",0.0080716064528512,0.870457603514788,0.0150846150956563,0.152830789621612,0.261611153671227,0.411333118577318,7144,0.000434460630342862,0.42,"TRUE",TRUE,"194_FBDHS",TRUE,0.195600135818378,0.261611153671227,0.411333118577318,-0.149721964906091,"194_FBDHS",FALSE,TRUE,TRUE,FALSE,20,FALSE,-10.4204788408879,-10.575690515346,-10.2652671664298,-2.18752947431893,-2.8182537327012,0.99758571820972
